Ohringen,Bad.Lippspringe,Eberbach.Neckar,Ebersberg.Halbing,Ebrach,Eichstatt.Landershofen,Miltenberg,Ellwangen.Rindelbach,Eppingen,Mohrendorf.Kleinseebach,Eutin,Geisenheim,Gilserberg.Moischeid,Gluckstadt,Gossweinstein,Hechingen,Weddingstedt,Kr.Dithmarschen.Helse,Niederworresbach,Hildesheim,Hollenstein.Kraftwerk,Konigsmoor,Kronach,Bad.Lauchstadt,Lensahn,Lingen,Luchow,Heinersreuth.Vollhof,Mayen,Melle
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,73,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,40,0,30,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,24,63,4,0,39,18,20,0,0,0,36,59,0,0,0,0,15,0,6,0,8,0,4,20,0,0
0,0,0,0,6,0,0,0,0,0,0,0,0,0,30,119,0,0,0,0,9,0,0,0,0,0,3,0,0,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,40,0,0,0,3,2,23,0,0,2,0,0,0,131,0,0,8,0,0,0,0,0,0,0,0,0,356,0
2,37,11,3,18,268,2,0,24,0,0,113,163,17,222,18,16,30,66,21,412,0,16,42,0,25,9,58,67,30
0,3,0,0,0,0,0,0,0,0,0,0,2,8,0,0,4,3,0,0,0,16,2,0,0,0,9,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,46,90,0,0,0,0,0,0,0,6,0,0,0,0
34,37,95,0,0,0,98,17,46,1,4,306,18,5,25,110,14,50,18,69,0,19,14,25,7,0,4,0,36,20
0,19,0,2,0,0,1,4,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,3,6,0,0,6
51,0,48,0,390,96,0,82,2,129,0,0,0,0,106,219,34,0,0,0,680,0,160,0,0,0,0,84,0,0
82,209,196,0,71,34,94,133,124,68,35,168,155,68,101,54,60,18,176,234,87,72,73,7,54,21,45,109,138,101
7,90,26,1,36,37,44,55,96,73,105,5,46,1,55,218,9,48,44,195,43,125,30,86,154,60,249,10,167,67
76,20,44,182,11,56,35,44,73,49,0,58,0,0,73,136,0,0,79,0,89,0,16,0,0,2,0,72,97,11
0,0,0,115,0,28,0,2,0,0,0,0,0,0,0,1,4,24,0,0,85,0,0,0,0,0,0,0,0,0
0,3,0,105,13,42,0,2,3,11,0,0,0,0,25,0,0,0,20,0,35,0,9,0,0,42,0,18,11,8
19,105,99,109,91,64,6,83,7,127,0,0,10,0,139,98,0,0,86,0,62,61,45,105,0,2,0,80,3,30
104,0,105,163,86,120,80,210,114,69,0,21,0,0,79,456,0,0,9,0,377,0,8,0,0,0,0,8,0,0
15,0,0,83,0,806,0,66,26,15,0,0,0,0,1,25,2,1,0,0,68,0,0,0,0,0,0,0,0,0
2,10,0,5,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0,0,0,30,0,0,72,0,0,30,99,0,2,0,11,0,0,46,16,2,0,0,0
10,181,29,184,43,80,9,52,6,40,8,27,85,27,17,74,25,61,48,13,145,5,12,140,0,1,0,17,15,19
0,8,0,44,0,2,0,2,0,0,37,2,1,46,0,2,53,30,0,1,10,62,30,23,6,52,10,4,7,6
0,19,0,0,12,0,12,0,0,17,82,0,13,122,1,0,46,77,0,68,2,128,2,20,239,17,17,3,5,30
0,76,0,47,9,0,0,0,0,0,20,0,27,11,14,0,17,38,0,160,18,59,22,201,6,31,11,25,3,136
91,7,0,181,0,12,5,24,0,46,2,56,0,39,0,58,61,22,0,10,8,17,0,0,0,0,42,0,22,12
0,0,0,16,0,0,0,0,0,0,8,0,0,45,0,0,74,57,0,0,1,26,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,18,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,9,93,26,81,14,2,13,13,0,0,5,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
26,0,0,49,1,83,1,0,118,0,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,120,11,158,15,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
3,0,58,133,80,86,200,12,13,185,0,4,0,0,38,4,0,0,0,0,0,0,147,0,0,0,0,13,0,0
0,0,0,0,58,19,1,0,0,0,0,14,14,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,22,20,0,0
0,0,0,189,0,0,7,2,24,0,20,0,0,39,0,3,18,220,0,4,36,0,2,0,1,0,3,0,0,0
11,0,0,0,0,4,65,0,42,0,0,52,132,0,0,66,0,0,0,18,40,0,0,0,0,0,2,0,12,39
34,2,4,61,64,0,20,30,16,42,0,0,0,0,0,4,0,0,0,15,25,0,39,6,0,0,7,8,6,0
0,0,16,106,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,51,0,0,0,0,0,0,0,0,0
0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,0,0,0,0,0,0,0,0,28,15,8,50,0,0,7,51,30,1,0,42,0,0,3,20,36,0,32,8
19,12,15,67,0,26,0,0,0,18,6,11,48,10,0,23,11,1,5,28,96,15,0,13,21,36,31,0,7,0
0,0,0,0,0,0,2,0,0,0,3,1,1,42,0,6,60,36,10,5,0,0,0,8,5,0,63,0,21,0
2,0,19,41,0,0,2,7,30,0,0,9,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,5,0
174,37,193,104,17,165,84,239,291,66,0,4,26,0,116,139,22,0,3,0,24,0,0,0,0,60,0,0,0,104
19,0,4,13,3,20,30,25,9,97,12,11,0,0,45,1,0,0,77,0,64,0,13,0,5,0,0,30,100,1
1,36,10,171,0,77,25,4,8,2,70,0,17,97,0,31,32,48,7,19,359,76,0,0,85,128,9,0,0,43
118,60,268,29,126,42,85,120,157,72,57,74,105,18,94,162,6,55,123,66,57,26,93,47,77,20,51,87,85,121
8,35,10,16,18,0,40,2,0,9,5,15,0,56,5,11,2,28,0,0,0,20,0,0,3,24,5,0,4,14
27,17,10,15,6,21,8,48,2,4,0,6,0,0,29,2,1,0,58,7,17,0,16,10,0,35,0,21,21,36
35,0,0,23,0,76,1,6,7,0,0,0,0,25,0,28,6,13,0,2,3,17,0,0,0,1,6,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,0,0,0,0,0,7,0,0,5,25,0,0,15,3,0,1,0,0,0,0,0,0,1,0,0,1,7
223,72,178,53,196,46,165,97,95,80,22,45,116,43,94,187,83,30,68,38,10,20,157,33,22,36,22,106,44,51
0,40,6,56,0,8,0,0,2,0,6,0,4,20,0,1,30,37,0,0,28,48,2,0,1,27,0,0,0,44
3,0,6,0,0,0,0,0,7,5,0,1,0,4,0,2,9,7,1,0,0,0,0,0,0,2,0,3,0,0
13,0,7,4,2,0,3,0,6,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0
37,9,44,13,44,35,24,136,23,49,6,2,4,11,0,36,92,98,3,9,3,14,3,3,4,1,4,0,0,7
4,0,0,38,15,53,10,15,0,96,0,10,5,0,82,42,0,0,8,0,70,0,71,19,0,12,0,70,0,0
79,26,95,93,14,49,22,93,182,3,0,82,22,0,0,32,0,0,18,15,3,0,2,0,0,4,2,0,17,41
442,41,334,14,194,182,146,223,434,315,42,8,1,49,221,313,36,98,14,21,49,35,112,0,105,55,120,160,12,2
2,0,0,69,0,2,4,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,17,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,4,1,0,0,6,0,2,0,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,8,0,0,7,0,9,0,0,0,0,0,3,0,0,4,31,0,0,15,6
8,53,30,0,0,0,25,4,0,0,0,2,0,0,0,0,0,0,0,43,3,40,56,0,29,15,16,2,0,62
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,15,0,0,2,14,4,10,0,56,7,2,105,0,3,96,86,6,32,0,43,0,3,20,8,63,0,12,3
58,19,100,1,6,12,119,29,23,20,0,149,80,22,11,48,2,0,70,0,0,0,15,112,1,284,0,11,30,43
78,14,67,132,51,202,34,98,81,120,17,28,29,76,103,102,0,4,65,27,81,3,40,21,17,76,55,59,21,17
1,33,0,42,0,6,0,6,4,2,0,0,2,108,32,23,112,221,0,9,7,296,9,8,2,33,5,4,0,103
25,0,0,41,0,0,0,0,0,0,2,0,0,0,0,5,38,0,0,0,0,0,0,0,0,1,7,0,0,0
25,19,18,2,0,1,20,7,30,0,0,42,5,0,0,4,0,0,89,0,0,0,0,0,0,20,1,0,37,28
9,25,14,9,31,16,9,29,17,0,0,10,37,11,14,30,63,75,32,6,2,5,25,0,0,21,0,5,0,29
8,0,5,5,5,53,2,12,9,70,1,0,0,0,37,4,2,1,0,0,2,3,35,42,1,0,1,45,17,1
32,35,32,24,125,92,21,196,17,109,25,4,13,11,58,74,16,12,28,40,10,0,32,32,28,54,16,33,22,44
1,0,0,31,0,2,0,5,2,2,0,0,0,0,0,0,4,0,0,0,6,14,7,4,7,5,0,0,0,0
0,80,3,0,1,0,3,0,1,0,142,7,7,129,0,0,178,144,2,31,0,150,6,0,108,74,63,0,1,83
0,27,0,0,0,0,0,0,0,0,3,0,0,1,0,0,8,1,0,38,0,33,0,0,18,38,3,0,0,2
0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,0,67,4,0,0,0,0,0,0,29,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,175,0,0,40,0,0,107,45,0,0,0,0,0,0,156,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,128,0,0,21,0,0,0,2,0,0,0,0,0,1,121,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,27,10,0,0,0,1,0,2,0,0,8,2,17,0,0,91,51,64,0,0,0,0,0,0,64,0,0,91,63
39,110,46,16,49,36,40,10,59,21,21,113,108,42,61,90,133,141,160,42,37,33,101,66,30,88,8,84,116,140
11,15,31,12,5,17,14,33,22,26,27,17,13,56,0,18,56,67,3,14,0,35,0,5,27,1,8,2,3,0
1,0,0,48,0,104,0,0,1,4,0,0,0,0,6,0,0,0,4,0,92,0,0,0,0,0,0,0,0,0
0,0,0,158,49,85,0,50,0,78,0,0,0,0,42,2,0,0,0,0,84,0,29,29,0,1,0,68,0,0
14,42,34,0,25,13,24,28,22,12,57,9,19,17,2,16,21,15,0,30,15,23,12,59,78,1,63,6,0,49
10,0,7,3,0,0,3,0,19,0,0,3,11,0,0,12,0,0,2,0,0,0,2,0,0,0,0,0,3,9
31,0,17,1,0,3,6,20,10,0,0,15,26,1,0,8,0,3,63,0,0,6,0,0,0,56,0,0,10,17
2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0
1,6,0,2,0,0,0,0,1,0,3,5,2,5,0,0,20,25,0,0,0,0,0,0,20,5,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,2,0,1,0,2,2,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0
0,0,7,0,19,2,0,0,4,0,0,1,1,0,0,1,0,0,6,0,0,0,5,0,0,0,0,0,3,0
0,0,1,1,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,10,0,1,0,1,9,1,11,0,0,3
97,0,74,110,112,202,60,72,29,136,6,59,44,1,80,44,0,0,110,9,235,6,58,5,0,0,1,69,151,0
10,0,6,3,19,21,9,14,8,18,6,0,0,1,8,8,24,3,0,0,20,0,4,0,0,0,3,9,0,0
5,23,10,1,10,0,2,3,0,0,20,5,64,10,0,2,40,7,15,5,0,4,0,0,22,3,3,0,8,34
12,41,13,0,21,46,11,18,1,2,58,15,88,2,10,4,8,1,91,17,4,2,20,0,29,6,15,4,53,16
9,4,28,58,15,70,9,67,14,47,137,35,16,71,45,2,120,82,45,0,45,25,23,82,143,94,106,40,1,32
0,0,0,1,0,0,0,0,0,0,3,0,0,5,0,0,31,5,0,0,0,0,0,0,5,3,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,2,0,0
0,10,1,1,1,0,0,0,5,0,0,109,21,0,0,0,5,2,21,0,0,0,0,0,0,5,0,0,24,6
71,32,78,100,135,88,49,44,41,114,6,60,76,26,98,81,28,18,9,7,121,34,141,74,0,30,11,110,5,34
2,0,18,0,0,1,8,0,0,0,0,3,5,0,0,0,1,1,14,0,0,4,0,0,0,13,0,0,3,6
5,25,40,0,2,1,19,0,16,0,0,30,10,15,0,4,44,34,64,4,0,11,2,0,0,11,1,0,47,23
95,1,62,2,39,3,45,37,115,12,3,18,7,3,0,87,6,1,48,1,2,0,24,0,2,10,0,4,13,9
30,60,37,3,10,1,49,5,17,4,28,29,36,17,15,11,0,7,6,52,1,73,4,27,22,100,105,10,0,124
1,0,0,1,0,0,0,3,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,2
12,2,5,14,0,0,0,6,12,0,0,2,0,0,0,17,0,0,60,9,0,0,0,7,3,0,28,0,13,0
7,28,12,131,17,16,6,7,9,4,50,0,4,92,4,52,57,58,7,58,118,0,14,17,99,12,75,14,4,19
21,1,21,109,2,11,39,32,20,2,0,1,0,0,7,44,0,0,2,5,63,65,2,18,0,2,6,7,5,0
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,0,4,0,0,0,0,5,0,4,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,0,4,0,0,0,0,1,0,0,0,5
0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,2
0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0
0,25,0,0,0,0,0,0,0,0,5,0,4,12,0,0,17,14,0,31,0,16,0,1,4,18,6,0,3,16
23,4,23,22,5,5,2,11,0,11,0,22,12,27,3,9,55,41,6,20,37,65,26,40,0,16,10,9,23,5
37,21,24,45,9,21,2,24,13,10,9,40,10,31,18,45,42,26,21,19,18,70,4,3,15,11,4,7,15,21
103,155,279,52,114,120,160,102,176,96,30,47,46,51,199,4,53,52,46,124,119,69,81,48,24,79,51,94,94,84
62,35,39,75,47,16,21,52,26,27,12,3,7,9,22,60,8,8,5,20,30,15,20,5,2,5,8,27,29,13
0,2,0,1,0,0,0,0,0,0,12,0,0,9,0,0,21,10,0,0,0,13,0,1,16,4,1,0,0,3
24,1,16,8,29,21,18,8,14,18,0,33,0,5,14,5,6,17,3,0,31,6,25,0,4,0,1,8,5,0
13,54,26,0,3,9,5,11,6,7,12,20,34,2,19,1,13,8,11,33,17,14,14,0,6,22,18,10,2,0
71,76,45,0,21,11,45,11,67,2,24,35,86,17,24,24,42,37,100,45,25,6,50,5,21,18,36,33,47,72
80,99,171,25,38,30,129,67,68,48,100,91,243,99,50,77,154,127,313,60,32,105,80,27,102,152,79,82,190,165
150,9,161,1,72,128,49,120,111,115,52,81,4,25,70,155,38,32,112,0,24,10,16,3,52,21,34,33,25,0
36,39,220,32,41,8,50,36,16,34,0,13,43,0,32,14,0,0,42,14,25,0,45,9,0,24,1,33,46,21
60,0,76,13,8,11,22,25,46,9,1,0,6,10,1,32,16,0,31,1,3,17,2,1,1,1,0,22,9,0
13,0,72,1,3,0,13,4,5,2,16,10,3,17,10,3,64,25,19,0,0,0,15,0,17,12,0,3,0,7
9,0,14,0,4,4,4,4,18,6,0,0,0,0,2,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0
11,33,96,2,7,8,70,1,42,7,59,65,61,80,7,2,96,67,159,18,5,47,33,0,32,84,19,19,31,41
116,1,167,10,75,83,52,100,77,131,10,39,57,3,166,63,7,0,98,23,70,0,155,11,40,0,1,162,21,7
94,81,213,3,106,15,120,33,68,100,14,37,54,70,98,25,66,21,70,24,87,50,71,3,13,15,11,71,10,6
24,1,30,105,11,8,5,12,8,22,10,1,28,50,20,17,17,34,0,0,33,10,3,1,0,0,2,6,1,0
0,27,20,33,0,0,0,0,0,0,0,4,12,127,0,0,68,159,15,6,0,64,2,0,0,37,6,0,7,27
58,53,140,49,93,41,51,102,62,56,2,23,52,0,73,40,0,0,24,8,56,0,25,21,4,217,7,26,64,8
25,2,54,92,30,79,28,9,59,17,10,32,2,0,28,41,0,0,36,4,32,0,16,6,1,0,1,24,38,0
0,38,0,22,19,2,1,2,0,5,50,0,10,0,15,1,0,0,0,17,11,0,7,5,21,20,6,6,30,21
3,7,10,1,22,2,4,0,1,25,10,12,6,0,13,0,0,0,1,0,11,0,2,14,18,1,10,4,12,0
0,30,0,0,4,0,0,0,0,0,3,0,0,6,0,0,3,4,0,4,2,13,6,6,12,17,5,8,4,10
0,7,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,15,0,0,1,0,2,0,11,0,0,0
0,6,0,1,0,0,0,0,0,0,72,0,0,114,0,0,117,31,0,14,0,63,0,0,65,74,49,0,0,29
0,1,0,1,0,0,0,0,0,0,18,3,20,3,0,0,0,0,0,4,0,0,0,0,28,1,1,0,5,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,3
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,12,0,0,0,6,0,0,0,0,60,0,12,39,0,0,15,32,0,4,0,24,0,0,50,11,11,0,18,22
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0
0,12,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,0,13,1,0,0,7,11,0,9,4,0,0
0,25,0,3,7,0,0,0,0,7,6,0,5,10,0,0,13,15,0,14,2,20,9,0,2,3,11,5,2,23
2,1,0,7,3,15,2,9,0,0,21,1,0,18,0,7,26,47,0,2,16,0,0,0,10,7,3,3,0,18
0,34,0,0,0,0,0,0,0,0,50,0,0,45,0,11,55,70,0,39,0,12,0,0,41,34,17,0,0,50
6,17,19,57,10,0,3,5,3,6,3,1,3,0,1,9,0,0,9,0,12,0,19,0,3,15,0,7,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,4,66,0,10,0,30,22,33,5,0,4,10,4,0,17,0,0,58,0,0,0,0,0,0,10,0,0,54,43
9,2,56,1,21,0,18,24,25,19,20,64,51,10,0,7,4,2,82,27,0,0,12,41,32,0,38,6,22,3
0,9,20,84,2,0,3,0,0,0,0,26,49,0,0,0,0,0,87,33,10,16,0,0,0,1,17,0,12,17
1,50,0,56,0,0,0,0,0,0,0,0,8,0,0,0,3,6,0,0,6,0,0,0,0,14,0,0,0,17
0,3,4,40,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,16,0,0,33,0,0,27,25,0,0,0,0,0,0,13,12,0,0,0,0
15,34,7,0,10,3,3,0,14,10,22,7,13,14,15,2,43,26,18,13,0,0,1,0,24,28,19,6,16,24
3,27,0,27,18,24,0,3,0,6,67,5,19,59,0,5,31,61,0,8,8,0,8,3,59,11,39,0,6,32
5,106,26,22,69,50,5,2,0,63,10,3,66,32,53,1,24,14,0,28,48,57,33,6,14,48,13,42,2,74
36,84,50,3,28,14,4,26,12,7,39,4,61,52,21,6,58,72,53,40,32,69,7,8,37,66,13,11,22,59
25,72,148,0,59,14,63,21,19,23,32,5,34,32,62,16,67,31,37,32,0,35,52,0,32,22,42,50,9,44
60,0,5,0,92,36,36,139,34,98,8,0,0,13,92,211,14,9,0,0,0,0,63,38,6,5,0,70,0,0
43,0,3,34,89,6,13,41,15,53,4,0,0,1,37,43,19,6,0,0,0,0,55,177,25,0,44,1,0,0
0,0,0,1,0,0,0,0,0,0,0,42,21,0,0,0,9,0,76,0,0,0,0,0,0,11,0,0,30,24
5,1,91,47,16,51,75,18,25,17,4,101,80,25,3,6,20,13,37,3,24,28,4,0,14,10,19,14,3,28
46,7,111,13,12,10,49,36,28,20,0,4,18,0,38,9,20,3,22,2,10,0,20,0,0,72,0,9,8,41
13,61,81,40,55,33,34,29,43,20,2,11,17,41,12,19,0,30,11,44,26,22,35,4,2,4,4,26,28,27
28,4,0,24,8,19,2,5,2,9,1,0,0,0,0,24,0,0,0,1,3,0,17,0,0,7,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64,7,106,51,82,48,40,54,82,77,0,31,13,0,80,22,0,0,32,5,56,0,33,19,0,6,0,52,17,4
0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,1,2,0,8
0,8,0,0,0,0,0,0,0,0,1,2,2,6,0,0,0,9,11,3,0,33,0,0,0,42,0,0,5,16
155,40,121,0,48,0,50,50,98,79,22,12,15,13,0,77,69,20,26,24,0,0,8,0,26,13,16,38,25,21
1,51,0,0,0,0,2,5,0,0,30,0,5,30,0,11,64,52,3,11,2,45,0,0,35,59,46,6,4,27
0,0,5,0,0,0,0,0,0,1,2,12,17,3,0,2,2,3,18,7,1,0,0,0,0,18,2,0,2,4
135,50,291,34,149,127,123,103,69,180,98,39,48,62,208,78,80,133,32,20,157,57,246,10,94,50,48,155,0,34
58,37,59,26,14,42,131,50,45,19,34,21,47,30,24,68,24,21,52,15,32,50,8,1,26,18,5,15,38,66
23,34,46,0,24,0,37,4,11,24,27,3,92,30,15,3,28,22,37,59,9,42,24,0,30,23,23,25,9,155
0,2,4,0,1,0,0,0,0,1,20,0,5,22,0,1,28,24,14,2,0,13,0,0,14,0,36,0,3,46
150,0,45,71,50,57,19,63,103,39,4,4,0,0,38,78,0,0,4,0,152,0,19,0,5,0,0,23,0,2
1,0,30,0,10,5,4,2,1,26,0,2,0,0,12,17,0,0,0,0,21,0,0,0,0,0,0,8,0,0
26,0,0,0,0,3,0,29,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,38,30,14,13,25,13,26,21,15,40,33,16,39,0,13,58,31,47,1,0,40,5,10,32,54,24,4,26,42
55,20,150,53,60,45,34,42,61,54,0,40,35,0,25,24,0,0,51,0,9,0,16,0,0,42,0,2,51,31
58,40,62,58,57,126,32,77,19,78,8,3,22,46,100,39,30,29,53,38,189,67,62,30,8,28,40,74,15,27
77,143,113,53,69,83,47,126,45,101,21,10,19,16,79,38,16,23,12,56,97,35,95,4,22,44,6,71,8,34
70,158,87,1,32,8,77,14,52,8,132,26,66,90,64,8,105,79,67,123,44,65,135,11,138,57,85,117,30,127
98,56,89,189,52,196,39,169,94,114,13,2,0,30,97,130,90,14,32,60,85,16,59,8,2,20,31,62,8,80
44,0,81,46,7,21,34,26,41,6,0,45,4,0,0,18,0,0,49,0,1,0,0,0,0,0,6,0,13,0
73,82,101,140,117,93,96,72,54,94,80,53,65,107,109,42,115,66,103,46,109,99,130,35,102,103,93,92,30,81
