0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,9,0,0,0,0,11,0,2,0,
0,0,0,0,0,0,0,0,0,0,13,0,0,18,0,0,12,0,0,0,0,0,0,1,36,0,0,0,0,0,
1,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,145,0,51,0,23,0,0,4,0,0,0,0,3,17,13,0,0,35,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,
0,28,0,0,2,0,0,2,0,0,0,0,11,0,0,0,0,1,1,34,0,5,0,6,0,13,0,1,18,0,
6,11,0,0,4,3,4,5,4,10,2,0,1,0,0,0,0,0,0,0,5,3,20,5,0,1,5,15,0,2,
5,24,0,39,0,20,8,1,0,7,0,0,1,6,20,0,0,2,0,0,56,3,0,6,0,13,0,21,6,5,
0,10,6,123,17,19,0,4,7,0,0,7,4,0,0,1,0,0,12,12,37,3,10,2,0,0,0,22,25,24,
0,21,0,14,0,2,0,0,0,0,2,0,0,4,0,0,3,0,0,0,9,2,10,1,0,2,0,2,0,0,
0,0,1,1,0,0,2,4,0,0,2,0,0,6,0,0,9,0,0,0,0,4,20,1,0,3,0,4,0,0,
0,0,1,0,0,0,4,2,1,0,1,0,0,0,0,0,8,0,0,0,16,2,0,0,0,0,0,4,0,0,
0,0,0,0,0,0,0,0,0,13,51,0,1,14,0,0,50,15,0,0,0,0,0,0,26,3,0,0,0,0,
0,0,0,0,0,0,0,1,0,0,8,0,7,46,0,0,30,5,3,0,0,15,0,0,0,0,13,0,0,0,
12,10,39,0,0,0,25,0,39,0,8,2,9,20,0,0,20,8,5,15,0,7,0,0,0,7,0,1,0,7,
0,0,10,0,10,0,0,0,2,0,28,16,22,6,0,0,9,0,6,0,0,5,0,5,15,0,29,0,0,0,
18,0,0,45,0,26,2,11,13,0,0,0,4,14,0,0,0,0,0,38,12,0,0,0,0,0,0,0,0,0,
20,30,29,0,31,27,41,50,44,39,35,32,30,20,45,69,52,0,49,32,2,15,10,13,22,8,0,9,55,28,
1,10,0,12,0,1,0,1,1,0,0,0,0,14,0,0,0,0,0,0,0,9,0,10,2,0,0,0,0,0,
0,0,0,0,0,3,2,0,0,0,15,0,0,38,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,
2,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,1,0,0,
1,0,6,0,0,0,14,0,3,0,3,3,0,0,0,0,3,0,13,0,0,2,0,1,1,2,3,1,0,0,
27,30,46,3,21,0,8,33,54,8,42,24,20,52,20,20,52,32,40,14,5,24,0,0,41,75,20,7,44,17,
65,15,47,53,78,75,23,47,64,60,23,36,19,5,56,10,0,0,20,31,63,22,70,64,18,12,41,36,0,18,
1,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,10,2,0,0,1,1,5,0,1,2,0,0,0,0,
0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,6,0,0,0,1,0,0,
0,11,3,0,8,11,5,10,2,4,5,10,0,8,11,0,12,0,7,0,3,1,3,0,0,30,0,15,0,0,
4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,2,3,0,0,5,0,0,0,0,1,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,30,0,
32,71,56,35,39,58,32,25,15,60,85,35,88,42,27,0,71,40,78,5,83,36,70,30,103,57,52,51,81,0,
1,13,2,13,0,3,0,1,0,0,8,0,0,4,50,0,20,9,4,10,25,12,5,0,0,28,0,3,4,90,
36,42,140,2,33,30,86,34,71,12,55,90,115,36,30,133,47,0,219,18,52,34,132,10,47,46,16,42,75,24,
0,0,0,18,0,15,0,0,2,0,0,0,3,32,0,0,6,17,0,0,6,11,0,1,0,9,0,0,0,38,
17,40,0,0,12,0,4,15,18,0,3,43,28,7,0,0,5,4,51,0,0,19,0,1,0,37,18,0,38,0,
0,0,11,11,0,0,0,0,0,0,8,1,0,9,0,0,7,8,0,0,14,0,0,1,6,5,0,0,0,8,
22,0,34,3,0,0,8,7,27,0,2,25,15,0,0,25,0,7,100,0,2,0,0,2,0,19,0,0,0,27,
18,0,21,0,34,16,12,66,6,45,5,5,0,18,35,6,12,0,11,0,4,0,41,3,7,3,0,11,0,0,
7,0,0,9,64,13,0,47,5,80,27,3,3,21,40,0,25,23,21,22,8,22,94,7,0,4,23,61,45,0,
0,44,6,4,0,0,0,0,0,20,0,2,1,0,0,0,1,0,0,0,5,0,0,2,0,3,0,0,0,0,
17,0,46,25,22,18,26,27,35,12,8,52,14,9,35,62,1,0,52,0,45,6,0,5,2,6,0,24,37,27,
0,0,2,6,0,1,0,0,8,0,7,7,31,0,0,0,0,0,42,0,6,0,0,0,0,0,0,0,9,0,
19,0,26,0,0,0,18,3,40,0,3,16,41,0,0,51,0,0,29,0,64,0,0,0,0,2,0,0,33,0,
0,0,46,13,9,0,0,0,95,0,4,4,0,0,5,11,10,1,5,0,26,0,0,2,0,1,0,2,0,0,
2,0,6,0,47,4,2,1,0,0,2,2,55,0,0,0,12,15,0,12,0,110,0,1,0,0,0,1,0,3,
0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,
1,0,4,0,0,12,0,5,1,0,9,0,0,0,0,12,0,103,0,0,13,0,0,0,18,0,0,0,0,0,
25,68,22,5,23,1,4,18,21,57,1,79,104,54,15,11,27,55,97,42,0,15,16,18,0,114,0,38,146,95,
0,40,12,97,51,45,8,37,29,45,24,13,19,69,65,0,37,35,22,26,35,20,59,38,37,45,67,49,5,0,
0,2,0,0,0,0,0,0,0,0,22,0,0,11,0,0,18,20,0,2,0,6,0,20,9,5,0,1,0,0,
0,20,0,6,0,0,0,0,0,0,39,1,0,14,0,4,16,10,5,0,0,18,0,0,23,17,23,1,0,32,
1,104,0,0,24,2,0,4,0,110,19,35,61,88,70,12,27,25,2,15,2,11,46,5,18,57,25,27,11,40,
120,39,213,89,261,89,138,91,125,186,108,32,93,106,146,46,45,48,78,15,155,31,218,210,84,27,20,209,0,64,
3,0,2,72,13,23,0,9,7,17,0,10,45,0,5,89,13,0,23,14,29,2,0,2,3,3,4,46,60,3,
5,0,0,9,7,2,11,7,0,10,0,1,31,0,0,0,0,0,4,0,9,0,17,20,0,0,1,1,8,0,
18,108,0,0,12,0,3,1,6,0,26,2,55,22,8,3,61,52,7,0,3,18,19,2,21,43,6,2,3,0,
31,0,60,65,149,154,89,79,33,127,11,26,23,34,65,65,10,10,52,51,114,71,67,107,15,115,47,96,110,61,
79,8,120,36,188,54,74,108,42,52,21,64,51,0,125,48,0,6,24,17,74,0,69,2,23,14,0,29,0,16,
9,0,35,32,32,9,18,61,111,43,21,5,0,22,0,14,17,44,175,20,10,3,9,5,20,9,3,14,79,37,
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
0,0,0,14,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
0,0,0,5,0,4,0,4,0,0,5,0,0,0,0,1,0,0,0,12,2,0,0,1,0,0,0,0,0,2,
33,0,17,25,23,11,13,33,17,24,2,0,0,0,25,0,1,0,0,0,2,1,0,1,0,0,0,9,2,0,
0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
4,0,19,0,0,0,3,2,7,0,0,38,10,0,0,8,7,7,41,0,0,0,0,0,0,58,0,0,47,0,
5,0,5,11,17,11,1,21,0,8,3,57,14,2,27,0,0,0,1,0,26,0,25,17,2,0,0,8,1,0,
4,27,8,0,21,3,24,7,15,6,18,46,7,3,23,0,5,5,74,19,0,3,0,37,8,3,0,12,69,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,
0,0,0,9,0,1,2,0,0,0,21,0,0,0,6,32,0,4,0,0,10,0,0,0,29,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,20,9,1,0,2,14,2,10,0,9,7,5,6,0,0,13,4,18,2,0,4,0,1,7,20,15,1,12,31,
14,58,95,2,136,12,73,19,2,98,47,25,216,41,104,32,37,21,54,11,46,29,89,0,65,40,63,32,75,23,
128,0,106,19,99,158,88,120,127,110,71,19,53,104,145,218,5,13,58,0,39,25,84,61,41,1,0,92,15,0,
1,0,9,1,2,7,0,0,6,6,3,1,0,0,0,0,0,0,1,0,9,26,5,0,0,0,0,7,0,0,
23,0,8,33,13,32,8,27,44,22,0,0,0,0,34,73,0,11,21,0,3,0,12,16,0,0,0,13,2,0,
14,47,11,30,34,23,24,27,11,32,2,0,10,5,30,0,0,0,0,5,29,3,40,31,1,5,7,53,0,8,
5,29,4,0,22,0,0,2,0,15,3,3,6,8,30,0,18,15,1,6,36,6,18,0,0,37,0,10,2,25,
1,21,0,0,0,2,0,0,0,0,13,0,8,6,10,0,79,20,0,17,35,36,3,0,0,6,20,0,0,48,
48,0,11,19,0,62,0,30,12,17,4,0,0,0,0,83,24,0,0,0,40,0,0,0,0,0,0,0,0,0,
8,7,0,0,0,0,1,0,0,0,25,11,0,24,0,0,18,0,27,10,0,38,0,0,28,8,5,0,32,30,
0,2,5,0,0,1,3,0,4,0,2,6,5,16,0,0,23,35,30,10,2,7,0,5,0,7,0,0,0,21,
0,15,2,0,0,0,0,0,3,0,8,36,5,0,0,0,2,3,46,0,0,0,0,0,1,1,15,0,10,6,
0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,12,0,0,25,0,0,1,0,0,0,0,0,0,0,1,
0,41,17,0,0,0,2,0,8,0,21,54,5,28,0,0,24,15,108,0,0,10,0,0,10,11,10,0,25,0,
0,14,0,18,0,5,0,0,0,0,18,0,0,16,0,0,10,5,10,0,0,6,0,0,6,20,5,0,6,20,
2,0,0,0,0,3,0,0,0,0,31,3,77,44,0,0,42,30,71,0,0,20,0,0,11,28,0,0,73,25,
0,0,0,0,0,0,0,0,0,0,79,9,0,4,0,0,43,52,35,3,0,55,0,0,70,37,15,0,7,0,
2,0,4,0,0,2,0,0,3,0,3,0,0,3,0,8,15,46,9,0,0,0,0,0,0,10,0,0,0,8,
38,0,73,43,12,30,28,32,47,0,24,36,25,54,0,21,117,89,159,0,12,19,28,0,23,25,10,24,36,23,
237,2,278,10,157,55,153,53,248,108,2,217,117,0,105,18,5,31,163,0,42,17,220,47,0,32,0,142,271,2,
0,3,10,4,0,16,6,10,0,0,1,0,25,5,38,7,9,3,3,1,4,1,6,1,0,22,0,2,2,20,
8,134,38,53,34,56,63,50,39,96,88,13,44,42,77,24,47,66,12,80,78,43,35,11,50,53,0,61,12,30,
101,110,149,43,86,69,79,117,85,84,17,88,35,24,126,60,37,40,64,6,53,56,43,7,7,116,67,37,96,56,
30,178,130,121,93,103,104,182,111,86,22,44,105,38,86,124,45,55,59,40,60,75,89,20,8,157,71,75,95,132,
30,21,30,66,5,19,12,44,28,8,6,29,24,1,16,61,0,1,29,0,6,1,6,0,1,1,30,9,26,1,
24,3,16,64,16,15,1,17,12,9,15,0,0,72,48,0,31,3,7,11,15,11,25,0,20,12,0,16,22,29,
20,20,36,0,12,11,36,25,11,0,16,36,54,21,0,0,27,61,32,11,20,19,0,4,22,50,13,25,26,26,
83,21,23,0,4,21,16,41,27,27,3,15,56,2,63,16,8,0,53,13,0,31,29,3,0,61,3,40,29,58,
1,20,0,0,4,1,4,3,2,0,0,4,2,0,22,20,0,0,0,16,0,0,2,0,0,6,0,2,14,4,
0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,1,0,1,0,0,0,0,0,0,3,1,
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0,5,0,1,0,19,0,0,0,0,
6,0,12,0,0,1,0,3,10,0,0,4,2,2,0,0,30,6,11,0,0,0,0,0,0,0,0,5,4,0,
0,0,0,0,0,0,0,0,0,0,5,0,18,0,0,0,9,2,10,0,0,0,0,0,0,0,0,0,0,5,
6,3,37,0,46,2,7,0,12,28,3,2,12,0,35,4,1,0,16,0,0,0,53,1,4,0,0,16,1,0,
6,30,36,9,16,7,10,17,17,15,34,12,41,48,23,6,69,50,36,22,6,27,18,4,44,55,27,16,13,46,
24,90,83,5,41,31,21,11,19,35,28,8,28,13,70,1,25,15,33,23,35,23,71,27,23,48,22,46,3,55,
0,5,0,0,0,0,0,0,0,0,55,0,0,48,0,0,57,16,1,0,0,95,0,5,37,61,7,1,0,54,
30,102,54,48,46,25,64,39,25,30,0,22,40,2,52,8,0,0,23,87,33,13,26,90,0,5,48,56,11,43,
0,0,0,0,0,2,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
0,54,0,0,0,0,0,0,0,0,20,2,20,14,0,0,36,1,7,20,0,28,0,0,15,33,9,0,18,23,
12,13,14,16,12,20,14,9,9,15,0,7,0,2,13,13,0,0,0,4,14,0,8,4,0,1,0,10,3,0,
0,36,0,0,0,0,0,0,0,17,59,0,0,10,0,0,18,10,0,0,1,55,0,0,37,15,38,8,0,38,
2,49,4,39,8,21,0,13,4,17,2,0,10,0,17,1,0,0,0,47,94,5,30,6,0,8,0,13,9,9,
0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,11,2,0,0,0,2,0,1,0,0,0,0,1,0,
0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,
0,12,0,0,0,0,0,0,0,0,5,2,20,2,0,0,10,1,3,0,0,1,0,0,1,8,0,0,11,5,
0,0,0,56,0,0,0,0,0,0,46,0,1,26,3,5,27,16,0,2,15,20,0,0,21,3,23,0,0,0,
0,40,0,0,3,0,0,0,0,3,0,0,5,12,3,0,8,72,0,47,1,15,5,6,0,12,3,3,0,22,
0,0,3,27,10,2,6,10,1,9,0,0,8,0,8,4,0,1,6,0,7,0,13,10,0,1,0,5,4,1,
1,24,0,12,0,0,0,1,0,0,0,0,4,2,0,1,2,12,0,1,4,3,0,2,0,8,4,2,0,4,
0,51,0,0,5,0,1,0,0,0,44,0,15,23,0,0,36,23,0,5,6,22,7,2,9,11,36,1,0,3,
0,13,0,0,13,0,3,0,0,12,32,0,5,18,25,0,40,56,0,11,25,27,37,21,14,74,4,39,6,42,
5,85,22,0,3,5,0,1,10,0,16,7,13,12,3,7,27,13,12,6,1,6,23,16,4,35,3,0,10,0,
11,0,18,2,8,3,2,18,0,0,15,1,6,14,0,2,17,32,10,0,0,2,5,0,15,11,0,1,1,4,
1,0,0,165,258,112,2,19,0,204,19,0,35,36,225,0,24,9,0,74,293,17,105,25,7,6,0,218,0,20,
70,14,36,7,113,16,18,9,0,36,18,12,32,19,60,2,2,4,37,76,118,13,19,32,3,21,4,29,9,30,
4,23,103,0,74,20,97,49,49,51,143,27,25,42,70,2,52,1,84,9,2,44,34,2,97,63,5,39,34,26,
0,20,12,11,0,0,1,0,0,0,5,0,11,36,0,48,28,0,0,29,32,33,0,0,0,8,0,0,1,31,
22,0,18,35,18,11,6,3,0,6,6,40,15,0,14,15,0,34,51,0,3,0,8,2,9,0,0,5,45,0,
6,31,72,76,25,7,41,20,0,6,0,32,30,0,10,5,0,0,75,18,31,0,85,6,3,10,0,13,31,20,
39,75,38,9,91,0,85,18,128,15,285,96,50,104,19,25,26,3,114,150,0,65,42,40,180,15,174,22,147,180,
0,0,100,0,5,0,16,18,0,13,31,0,0,64,41,0,1,1,0,14,1,2,2,0,7,0,0,8,0,2,
0,0,10,0,0,0,1,0,0,0,12,6,30,4,0,0,51,20,6,0,0,18,0,0,18,34,17,0,1,28,
38,0,0,29,10,6,0,0,0,0,4,0,7,0,0,18,0,10,0,0,7,2,0,0,6,5,0,0,0,0,
0,0,1,6,0,0,0,3,4,0,0,3,0,0,0,2,0,15,38,0,1,0,0,0,0,0,0,0,7,0,
